学生ID,数学,英语,物理
7880,79,54,72
7881,57,87,55
7882,82,69,91
7883,96,74,78
7884,73,78,58
7885,62,96,83
7886,90,50,51
7887,93,99,100
7888,70,71,60
7889,54,51,53
7890,97,83,100
7891,84,79,65
7892,87,50,71
7893,58,86,75
7894,99,83,68
7895,76,85,50
7896,59,69,75
7897,78,100,92
7898,52,89,57
7899,74,60,89
7900,55,58,90
7901,91,85,52
7902,86,72,84
7903,83,70,59
7904,71,94,65
7905,72,82,73
7906,73,87,96
7907,96,80,63
7908,56,60,74
7909,55,52,53
7910,61,86,57
7911,57,83,56
7912,81,88,57
7913,66,65,65
7914,63,85,74
7915,90,80,53
7916,74,52,85
7917,88,86,67
7918,82,100,80
7919,50,90,67
7920,68,68,94
7921,98,79,85
7922,61,95,83
7923,90,65,58
7924,69,59,70
7925,73,58,66
7926,86,75,80
7927,91,85,70
7928,79,77,90
7929,67,72,94
7930,82,76,50
7931,59,91,98
7932,83,85,92
7933,94,91,51
7934,75,100,84
7935,80,55,99
7936,79,50,90
7937,80,51,68
7938,65,77,69
7939,81,60,67
7940,88,66,51
7941,86,89,68
7942,95,94,82
7943,98,60,54
7944,94,96,62
7945,94,90,53
7946,76,92,58
7947,89,76,51
7948,89,69,90
7949,98,59,65
7950,98,77,66
7951,53,77,53
7952,81,69,52
7953,98,58,96
7954,51,95,58
7955,78,76,99
7956,59,78,54
7957,91,100,56
7958,83,62,62
7959,67,78,97
7960,99,96,69
7961,90,83,66
7962,70,64,86
7963,53,58,73
7964,86,75,96
7965,98,74,67
7966,92,99,89
7967,53,97,81
7968,80,92,88
7969,84,62,65
7970,91,99,61
7971,93,57,82
7972,83,60,56
7973,68,85,70
7974,91,69,53
7975,63,58,65
7976,86,57,90
7977,75,72,50
7978,91,84,92
7979,81,87,92
7980,51,96,94
7981,51,57,97
7982,78,97,59
7983,82,61,91
7984,66,70,52
7985,72,55,78
7986,80,60,68
7987,89,82,94
7988,84,98,96
7989,76,53,92
7990,75,56,99
7991,95,77,93
7992,53,58,84
7993,72,78,79
7994,65,57,52
7995,52,89,70
7996,80,95,94
7997,83,67,81
7998,50,90,88
7999,52,69,74
8000,61,61,75
8001,86,89,92
8002,88,89,74
8003,63,88,64
8004,75,100,88
8005,78,76,97
8006,70,57,70
8007,65,68,68
8008,76,100,66
8009,62,80,52
8010,56,87,79
8011,80,75,81
8012,71,74,91
8013,72,75,86
8014,69,68,91
8015,62,100,88
8016,91,63,95
8017,79,78,85
8018,96,100,69
8019,80,91,94
8020,67,67,63
8021,99,94,81
8022,84,61,89
8023,100,94,74
8024,76,99,96
8025,55,70,55
8026,59,91,92
8027,64,68,97
8028,69,79,67
8029,82,96,65
8030,70,72,76
8031,88,85,94
8032,89,71,85
8033,87,50,92
8034,78,60,82
8035,83,68,61
8036,82,93,78
8037,65,92,81
8038,93,52,73
8039,73,78,78
8040,76,58,90
8041,96,61,57
8042,78,82,92
8043,90,88,64
8044,100,64,52
8045,78,92,54
8046,78,86,99
8047,92,89,98
8048,87,62,76
8049,84,79,79
8050,65,81,95
8051,73,68,87
8052,72,83,82
8053,67,78,58
8054,86,91,56
8055,59,97,50
8056,61,50,83
8057,55,87,52
8058,76,72,76
8059,62,75,95
8060,81,84,68
8061,64,57,52
8062,83,56,100
8063,71,93,75
8064,77,56,54
8065,69,83,65
8066,61,84,76
8067,72,86,81
8068,90,89,70
8069,54,68,61
8070,60,100,99
8071,77,86,62
8072,58,66,87
8073,54,89,88
8074,58,59,98
8075,75,77,100
8076,85,71,60
8077,61,100,76
8078,61,99,69
8079,54,79,68
8080,84,99,67
8081,65,83,53
8082,97,50,75
8083,59,72,69
8084,66,93,86
8085,51,65,71
8086,88,92,97
8087,83,100,87
8088,68,97,52
8089,55,72,70
8090,51,95,69
8091,75,81,91
8092,89,78,75
8093,89,91,91
8094,97,54,74
8095,54,52,85
8096,58,76,58
8097,79,96,59
8098,68,84,77
8099,95,85,96
8100,64,93,60
8101,100,99,92
8102,84,69,63
8103,54,85,94
8104,95,64,100
8105,75,100,51
8106,74,80,89
8107,73,51,78
8108,50,90,61
8109,77,71,84
8110,54,65,66
8111,51,93,75
8112,66,84,88
8113,67,69,86
8114,61,63,81
8115,58,65,50
8116,72,94,99
8117,63,80,90
8118,88,80,65
8119,74,66,73
8120,54,95,76
8121,61,95,69
8122,92,75,62
8123,70,85,76
8124,73,66,95
8125,80,73,84
8126,71,56,77
8127,99,74,73
8128,50,74,65
8129,100,67,53
8130,61,56,79
8131,53,95,51
8132,99,90,57
8133,62,57,89
8134,66,71,58
8135,98,63,96
8136,89,88,64
8137,82,72,87
8138,76,74,97
8139,90,83,89
8140,55,94,85
8141,95,86,88
8142,95,86,71
8143,54,84,65
8144,89,51,85
8145,54,52,52
8146,74,88,89
8147,62,53,88
8148,83,75,84
8149,71,93,86
8150,50,51,64
8151,56,88,59
8152,74,59,79
8153,59,73,60
8154,86,94,87
8155,63,60,52
8156,83,57,67
8157,84,81,71
8158,90,78,56
8159,51,54,78
8160,53,97,70
8161,65,87,100
8162,77,76,50
8163,63,66,91
8164,85,73,52
8165,52,71,89
8166,78,62,87
8167,57,89,58
8168,52,99,79
8169,95,79,56
8170,96,52,72
8171,81,76,77
8172,54,57,89
8173,55,58,98
8174,73,80,93
8175,65,81,96
8176,73,90,60
8177,71,90,70
8178,99,51,69
8179,93,71,70
8180,96,98,51
8181,66,68,85
8182,72,87,81
8183,59,92,71
8184,56,94,77
8185,65,83,94
8186,78,78,62
8187,64,94,51
8188,98,90,61
8189,100,60,57
8190,64,85,94
8191,63,61,84
8192,53,50,94
8193,83,97,59
8194,79,95,52
8195,100,89,66
8196,57,72,98
8197,73,81,92
8198,56,82,64
8199,62,91,60
8200,90,64,74
8201,63,83,96
8202,92,97,68
8203,88,55,95
8204,95,75,100
8205,56,61,86
8206,65,60,78
8207,63,99,65
8208,71,94,99
8209,97,64,50
8210,73,61,98
8211,53,84,73
8212,79,85,86
8213,63,82,60
8214,75,86,64
8215,54,82,67
8216,73,74,59
8217,98,86,75
8218,75,65,97
8219,65,73,82
8220,72,66,55
8221,93,58,83
8222,69,63,63
8223,90,71,100
8224,70,99,53
8225,80,98,64
8226,77,79,97
8227,97,81,67
8228,75,51,93
8229,68,93,76
8230,63,98,87
8231,74,54,51
8232,70,66,62
8233,53,76,76
8234,77,57,62
8235,61,65,95
8236,60,87,89
8237,99,55,53
8238,87,64,77
8239,59,61,82
8240,54,90,81
8241,58,51,82
8242,77,52,67
8243,74,71,63
8244,67,92,88
8245,77,63,77
8246,83,95,68
8247,84,96,54
8248,74,92,59
8249,92,72,82
8250,55,78,87
8251,64,94,93
8252,72,96,82
8253,93,86,96
8254,89,66,89
8255,87,73,95
8256,72,100,100
8257,91,90,89
8258,72,60,97
8259,81,65,72
8260,63,79,100
8261,65,77,93
8262,66,86,58
8263,96,92,65
8264,94,62,86
8265,81,53,79
8266,66,61,55
8267,68,95,95
8268,99,94,55
8269,99,57,62
8270,59,95,69
8271,50,64,79
8272,68,77,76
8273,92,68,76
8274,82,56,61
8275,84,67,81
8276,72,89,80
8277,92,54,62
8278,93,53,100
8279,73,73,60
8280,71,88,92
8281,72,61,84
8282,71,100,80
8283,92,73,56
8284,85,52,75
8285,72,96,76
8286,98,81,80
8287,96,59,56
8288,66,69,75
8289,83,74,62
8290,58,63,77
8291,59,63,66
8292,96,80,63
8293,70,98,94
8294,53,61,67
8295,54,83,65
8296,79,100,94
8297,67,52,94
8298,80,68,55
8299,98,97,70
8300,58,87,59
8301,99,83,71
8302,82,59,50
8303,70,93,71
8304,96,90,86
8305,67,87,88
8306,87,79,74
8307,80,81,70
8308,61,100,84
8309,99,55,77
8310,51,65,90
8311,90,83,67
8312,95,91,100
8313,96,60,83
8314,65,79,56
8315,53,92,85
8316,95,64,83
8317,66,78,71
8318,99,51,51
8319,89,90,84
8320,92,64,68
8321,84,71,59
8322,87,87,90
8323,85,52,96
8324,84,80,88
8325,91,84,72
8326,53,81,88
8327,90,89,72
8328,58,79,84
8329,55,52,92
8330,72,88,77
8331,98,82,53
8332,57,92,78
8333,62,98,50
8334,66,65,89
8335,64,50,97
8336,96,83,100
8337,75,57,81
8338,60,93,82
8339,55,55,81
8340,71,93,74
8341,68,64,64
8342,55,80,61
8343,87,90,53
8344,85,52,59
8345,55,66,66
8346,53,95,100
8347,90,90,94
8348,65,66,80
8349,91,97,94
8350,80,64,71
8351,88,67,51
8352,93,83,58
8353,91,72,62
8354,69,86,82
8355,90,78,96
8356,76,92,84
8357,52,97,68
8358,58,54,50
8359,86,61,68
8360,59,93,77
8361,81,66,73
8362,55,93,86
8363,99,70,97
8364,99,69,50
8365,96,80,53
8366,77,63,98
8367,67,95,98
8368,73,54,63
8369,59,52,65
8370,96,61,83
8371,93,96,98
8372,67,69,84
8373,62,86,72
8374,75,91,66
8375,100,74,81
8376,88,82,69
8377,77,77,75
8378,79,68,68
8379,63,69,58
8380,52,52,52
8381,64,89,80
8382,73,81,88
8383,51,61,76
8384,77,68,51
8385,71,93,52
8386,79,82,64
8387,53,67,100
8388,94,61,87
8389,92,97,85
8390,71,81,52
8391,70,72,66
8392,54,63,69
8393,77,63,69
8394,77,72,94
8395,58,74,99
8396,69,93,76
8397,62,94,50
8398,99,92,84
8399,52,94,95
8400,61,91,92
8401,51,50,60
8402,51,54,94
8403,94,74,94
8404,80,75,59
8405,96,66,81
8406,99,85,97
8407,78,74,83
8408,92,53,91
8409,95,52,71
8410,54,100,54
8411,56,86,75
8412,66,79,64
8413,71,86,94
8414,81,51,58
8415,60,79,87
8416,82,86,70
8417,64,78,91
8418,90,85,55
8419,52,85,67
8420,85,50,69
8421,86,95,53
8422,72,71,60
8423,65,84,94
8424,61,88,95
8425,98,68,63
8426,61,50,90
8427,84,98,71
8428,91,86,83
8429,87,82,87
8430,53,69,51
8431,77,52,74
8432,57,87,91
8433,56,98,78
8434,70,63,87
8435,60,51,62
8436,80,81,93
8437,64,85,58
8438,63,96,81
8439,71,89,88
8440,86,80,57
8441,66,74,80
8442,55,91,72
8443,53,95,70
8444,67,95,82
8445,64,53,50
8446,95,56,81
8447,99,75,55
8448,72,95,67
8449,64,64,97
8450,63,54,71
8451,85,92,85
8452,62,94,89
8453,61,88,80
8454,92,62,87
8455,78,65,51
8456,90,55,63
8457,83,59,57
8458,67,81,54
8459,89,94,64
8460,86,81,80
8461,62,66,75
8462,56,61,59
8463,85,92,95
8464,95,93,100
8465,63,83,98
8466,72,92,64
8467,80,69,76
8468,61,53,86
8469,94,70,90
8470,64,86,89
8471,91,74,53
8472,63,67,84
8473,71,65,71
8474,80,71,80
8475,69,53,67
8476,57,89,83
8477,80,83,65
8478,98,77,81
8479,87,90,69
8480,100,95,64
8481,57,88,71
8482,84,57,77
8483,54,95,61
8484,79,83,77
8485,97,73,100
8486,97,67,93
8487,52,87,62
8488,86,73,62
8489,81,67,57
8490,77,85,79
8491,70,83,73
8492,50,70,77
8493,79,97,93
8494,71,80,84
8495,78,62,90
8496,82,86,99
8497,78,68,53
8498,87,84,95
8499,86,67,69
8500,100,70,50
8501,57,93,83
8502,51,91,66
8503,88,59,78
8504,86,58,56
8505,52,91,51
8506,60,57,93
8507,62,91,50
8508,55,92,87
8509,72,50,80
8510,76,74,74
8511,89,84,95
8512,85,50,75
8513,92,75,68
8514,76,51,65
8515,64,77,58
8516,55,97,53
8517,83,99,68
8518,95,91,58
8519,61,78,90
8520,93,92,79
8521,61,57,68
8522,52,88,52
8523,76,90,97
8524,88,79,80
8525,71,94,62
8526,97,95,91
8527,66,71,95
8528,93,96,92
8529,66,58,97
8530,53,71,84
8531,77,91,50
8532,63,50,86
8533,97,62,84
8534,91,60,92
8535,82,50,63
8536,59,83,83
8537,80,86,92
8538,80,74,67
8539,90,99,61
8540,100,56,94
8541,89,100,82
8542,73,99,63
8543,84,89,71
8544,89,97,77
8545,82,87,81
8546,99,83,50
8547,66,79,51
8548,69,90,91
8549,88,69,66
8550,92,57,85
8551,83,82,86
8552,66,75,51
8553,60,96,51
8554,95,100,93
8555,92,82,52
8556,71,60,76
8557,82,67,51
8558,97,53,74
8559,97,99,57
8560,96,52,78
8561,62,70,100
8562,83,64,93
8563,63,79,70
8564,74,64,77
8565,86,75,58
8566,76,73,64
8567,100,52,76
8568,90,89,58
8569,99,50,65
8570,57,56,59
8571,78,77,84
8572,62,93,74
8573,92,97,56
8574,59,73,66
8575,68,96,97
8576,72,77,79
8577,65,93,69
8578,57,89,80
8579,58,82,90
8580,54,72,87
8581,55,68,85
8582,72,93,54
8583,80,75,77
8584,62,86,68
8585,80,75,84
8586,87,53,74
8587,100,61,74
8588,54,56,74
8589,79,79,87
8590,99,95,74
8591,80,85,71
8592,72,86,92
8593,57,100,90
8594,83,59,68
8595,82,99,86
8596,59,76,74
8597,74,66,90
8598,73,71,53
8599,79,75,85
8600,79,98,64
8601,68,52,52
8602,52,66,98
8603,92,65,83
8604,92,79,56
8605,70,85,67
8606,78,71,100
8607,100,85,56
8608,63,61,61
8609,72,96,69
8610,95,80,80
8611,75,61,91
8612,63,50,86
8613,76,86,95
8614,85,75,82
8615,63,85,87
8616,69,98,67
8617,82,98,73
8618,55,66,93
8619,98,84,95
8620,55,62,95
8621,93,52,78
8622,88,77,72
8623,100,76,88
8624,85,84,69
8625,52,81,56
8626,93,78,95
8627,57,51,83
8628,51,77,92
8629,81,84,66
8630,55,53,89
8631,65,71,97
8632,97,62,57
8633,94,71,77
8634,70,79,71
8635,86,83,87
8636,91,59,66
8637,64,88,70
8638,58,51,70
8639,88,56,100
8640,87,54,71
8641,56,79,76
8642,56,50,59
8643,60,85,75
8644,60,97,79
8645,66,72,81
8646,73,97,95
8647,58,61,74
8648,80,66,89
8649,52,79,54
8650,60,69,87
8651,97,64,58
8652,93,86,74
8653,52,98,100
8654,69,54,96
8655,58,64,64
8656,77,65,62
8657,98,77,75
8658,65,70,63
8659,80,72,63
8660,59,63,53
8661,56,90,52
8662,52,84,70
8663,62,54,56
8664,69,82,54
8665,87,69,100
8666,66,51,86
8667,96,78,62
8668,73,88,90
8669,70,57,85
8670,52,63,62
8671,82,78,76
8672,57,84,85
8673,54,89,83
8674,59,61,50
8675,86,70,86
8676,81,55,68
8677,91,59,76
8678,77,83,92
8679,63,75,89
8680,59,94,93
8681,86,57,100
8682,88,53,77
8683,97,84,85
8684,94,65,55
8685,74,75,57
8686,64,74,65
8687,65,68,64
8688,81,76,74
8689,57,81,59
8690,77,79,87
8691,54,51,91
8692,56,61,51
8693,97,63,69
8694,58,54,75
8695,94,50,94
8696,50,65,80
8697,81,58,50
8698,98,51,58
8699,88,61,71
8700,58,87,89
8701,62,97,71
8702,98,84,100
8703,62,58,62
8704,59,100,67
8705,89,60,73
8706,83,96,74
8707,53,65,69
8708,82,96,68
8709,79,56,88
8710,57,62,56
8711,57,64,93
8712,59,81,80
8713,100,89,85
8714,87,86,100
8715,81,86,66
8716,79,79,78
8717,100,52,53
8718,67,75,68
8719,75,55,74
8720,60,63,87
8721,100,68,90
8722,76,57,94
8723,81,63,88
8724,94,63,79
8725,83,96,76
8726,80,95,80
8727,76,98,91
8728,98,86,94
8729,68,84,55
8730,100,67,83
8731,85,50,89
8732,61,91,66
8733,57,99,74
8734,84,62,83
8735,92,85,55
8736,58,70,55
8737,82,77,85
8738,63,76,59
8739,62,58,86
8740,96,78,69
8741,77,81,89
8742,55,53,73
8743,50,79,97
8744,99,92,94
8745,90,66,65
8746,92,64,100
8747,74,87,98
8748,88,66,67
8749,61,59,75
8750,50,83,66
8751,50,97,87
8752,92,85,55
8753,89,93,72
8754,64,69,78
8755,58,96,61
8756,76,89,92
8757,91,83,97
8758,82,51,50
8759,72,93,68
8760,99,68,81
8761,56,98,85
8762,80,91,79
8763,55,65,55
8764,81,83,62
8765,98,61,78
8766,78,65,53
8767,95,97,81
8768,86,54,73
8769,65,74,79
8770,80,93,88
8771,65,69,63
8772,79,55,88
8773,56,65,78
8774,73,56,73
8775,65,79,95
8776,75,76,85
8777,86,58,85
8778,85,59,87
8779,86,86,60
8780,60,55,99
8781,78,64,90
8782,84,51,99
8783,85,66,61
8784,84,61,87
8785,58,63,86
8786,92,51,68
8787,96,84,79
8788,59,92,98
8789,87,71,90
8790,79,73,62
8791,69,79,57
8792,76,67,97
8793,79,70,94
8794,97,77,65
8795,98,51,66
8796,79,100,84
8797,79,51,100
8798,51,57,56
8799,96,82,88
8800,94,100,82
8801,61,79,61
8802,82,86,81
8803,74,56,93
8804,92,76,99
8805,82,72,95
8806,80,59,93
8807,91,83,58
8808,53,98,65
8809,67,95,90
8810,72,52,54
8811,79,94,98
8812,74,75,68
8813,77,91,89
8814,66,83,89
8815,79,78,67
8816,55,94,73
8817,84,51,89
8818,68,79,96
8819,73,55,74
8820,57,88,80
8821,68,55,99
8822,50,93,61
8823,63,90,96
8824,96,86,68
8825,64,75,52
8826,53,56,98
8827,83,61,83
8828,90,68,80
8829,86,88,92
8830,79,98,86
8831,68,84,91
8832,91,83,51
8833,88,72,92
8834,89,51,95
8835,96,70,88
8836,56,96,88
8837,91,53,69
8838,77,76,70
8839,61,77,63
8840,85,61,82
8841,69,62,67
8842,72,86,51
8843,90,66,87
8844,79,90,77
8845,74,77,77
8846,63,62,90
8847,72,53,93
8848,67,98,85
8849,72,78,81
8850,91,56,73
8851,86,59,78
8852,69,92,61
8853,51,77,100
8854,93,95,92
8855,89,95,57
8856,56,86,70
8857,100,97,97
8858,71,55,95
8859,97,85,99
8860,70,70,83
8861,58,73,60
8862,96,54,57
8863,86,64,89
8864,84,73,72
8865,55,91,64
8866,98,52,89
8867,71,81,61
8868,74,91,66
8869,73,63,64
8870,90,82,85
8871,96,81,58
8872,55,60,89
8873,54,58,75
8874,59,81,99
8875,87,56,77
8876,54,90,65
8877,71,59,85
8878,95,76,50
8879,64,66,72
8880,80,99,52
8881,53,100,90
8882,57,60,56
8883,66,71,85
8884,64,75,72
8885,98,73,93
8886,59,68,95
8887,73,73,73
8888,61,97,77
8889,60,95,100
8890,97,68,61
8891,84,67,58
8892,90,61,93
8893,51,76,74
8894,83,98,57
8895,70,68,97
8896,82,83,67
8897,54,69,50
8898,88,94,87
8899,68,73,72
8900,78,84,53
8901,66,59,97
8902,63,91,92
8903,86,97,75
8904,78,72,61
8905,87,77,55
8906,92,70,60
8907,78,54,56
8908,95,70,54
8909,69,88,64
8910,53,85,57
8911,96,89,69
8912,50,88,60
8913,55,58,55
8914,77,58,57
8915,77,76,79
8916,100,65,89
8917,89,64,88
8918,87,54,97
8919,86,52,68
8920,99,61,83
8921,97,73,61
8922,80,71,55
8923,88,76,76
8924,54,97,50
8925,56,53,91
8926,99,98,69
8927,65,73,70
8928,75,95,70
8929,56,81,74
8930,80,71,78
8931,82,98,91
8932,57,64,96
8933,59,52,94
8934,98,58,86
8935,100,64,87
8936,83,67,80
8937,62,76,81
8938,93,52,58
8939,71,84,99
8940,73,68,82
8941,100,64,53
8942,59,59,79
8943,60,93,74
8944,70,64,92
8945,78,93,65
8946,56,67,87
8947,74,83,50
8948,79,52,80
8949,75,59,71
8950,57,76,93
8951,85,77,87
8952,74,98,83
8953,99,62,58
8954,100,90,74
8955,71,100,56
8956,70,72,90
8957,70,85,82
8958,62,73,81
8959,86,88,98
8960,77,87,57
8961,77,88,97
8962,77,82,84
8963,76,71,95
8964,68,52,99
8965,56,82,89
8966,76,87,53
8967,78,55,53
8968,74,52,54
8969,83,98,71
8970,69,85,80
8971,68,77,90
8972,98,80,92
8973,71,87,87
8974,51,59,56
8975,89,96,54
8976,95,74,65
8977,59,77,54
8978,79,74,56
8979,67,90,51
8980,78,52,74
8981,84,72,99
8982,60,89,78
8983,92,84,54
8984,69,100,57
8985,65,50,71
8986,68,56,90
8987,66,56,77
8988,76,75,63
8989,84,50,80
8990,100,89,53
8991,74,93,78
8992,87,93,84
8993,88,77,83
8994,91,55,86
8995,63,81,52
8996,74,82,72
8997,59,55,54
8998,98,76,69
8999,99,55,63
9000,67,57,53
9001,58,81,80
9002,76,61,79
9003,84,88,83
9004,84,82,78
9005,79,70,54
9006,92,86,100
9007,67,88,81
9008,65,80,93
9009,100,94,97
9010,88,51,51
9011,80,66,68
9012,58,67,53
9013,63,72,91
9014,56,92,67
9015,90,58,64
9016,94,76,51
9017,52,60,68
9018,61,64,69
9019,83,93,89
9020,65,92,75
9021,67,57,72
9022,76,67,57
9023,50,67,65
9024,56,93,88
9025,69,95,66
9026,86,64,59
9027,71,54,100
9028,52,54,88
9029,72,80,95
9030,53,55,56
9031,68,92,97
9032,97,73,69
9033,64,87,69
9034,82,99,67
9035,75,67,58
9036,54,78,74
9037,58,97,74
9038,76,58,57
9039,57,89,54
9040,86,51,84
9041,87,68,75
9042,67,71,57
9043,52,88,94
9044,90,93,81
9045,78,60,67
9046,65,77,97
9047,98,64,62
9048,88,71,58
9049,88,56,91
9050,74,53,97
9051,96,65,84
9052,53,75,74
9053,52,58,50
9054,87,54,70
9055,75,86,73
9056,66,58,75
9057,86,94,52
9058,71,87,69
9059,76,99,88
9060,67,59,56
9061,91,94,73
9062,88,72,80
9063,66,80,50
9064,60,53,91
9065,72,80,89
9066,98,56,95
9067,69,65,86
9068,73,79,62
9069,62,65,66
9070,59,86,63
9071,99,60,95
9072,64,72,67
9073,94,95,59
9074,97,57,92
9075,93,78,75
9076,84,81,99
9077,71,76,53
9078,98,75,72
9079,56,87,66
9080,81,50,77
9081,51,98,83
9082,76,99,100
9083,77,52,74
9084,88,94,60
9085,83,53,85
9086,77,67,93
9087,84,100,61
9088,65,57,86
9089,73,55,80
9090,76,76,86
9091,61,93,73
9092,67,67,82
9093,91,79,80
9094,58,88,100
9095,83,65,69
9096,85,98,76
9097,53,50,85
9098,64,74,82
9099,52,70,84
9100,82,89,71
9101,74,85,99
9102,94,70,74
9103,94,54,77
9104,89,75,91
9105,61,97,69
9106,63,67,69
9107,93,63,75
9108,87,95,75
9109,65,100,61
9110,80,68,88
9111,63,57,85
9112,59,89,57
9113,72,97,77
9114,77,88,63
9115,98,54,86
9116,86,91,70
9117,51,80,65
9118,64,95,67
9119,55,96,65
9120,81,76,70
9121,98,75,78
9122,73,68,53
9123,55,62,65
9124,78,97,93
9125,75,94,61
9126,68,70,59
9127,80,98,86
9128,66,77,78
9129,77,100,66
9130,79,71,84
9131,100,75,77
9132,50,78,50
9133,53,93,87
9134,50,56,59
9135,73,61,71
9136,52,57,93
9137,57,59,51
9138,65,80,73
9139,86,81,73
9140,97,62,53
9141,85,50,92
9142,100,96,72
9143,72,51,52
9144,85,65,85
9145,53,83,65
9146,59,59,97
9147,76,83,62
9148,96,59,74
9149,90,87,53
9150,79,100,70
9151,68,80,88
9152,50,60,67
9153,92,85,85
9154,57,62,99
9155,79,70,86
9156,86,96,71
9157,70,64,63
9158,73,70,91
9159,76,80,61
9160,62,55,52
9161,79,66,74
9162,83,94,90
9163,50,65,61
9164,98,50,50
9165,66,85,58
9166,92,53,89
9167,63,72,89
9168,94,58,73
9169,74,94,74
9170,93,90,65
9171,99,86,90
9172,79,91,77
9173,95,85,58
9174,72,88,84
9175,88,80,64
9176,71,87,61
9177,82,69,94
9178,86,51,96
9179,73,85,52
9180,98,96,54
9181,69,92,58
9182,82,67,87
9183,78,70,66
9184,96,65,88
9185,93,87,54
9186,97,59,97
9187,69,72,57
9188,60,50,50
9189,61,99,64
9190,71,75,65
9191,50,92,89
9192,88,64,75
9193,89,81,79
9194,59,67,95
9195,78,96,66
9196,71,100,58
9197,52,88,95
9198,67,51,69
9199,52,84,83
9200,60,100,87
9201,60,68,59
9202,84,96,62
9203,84,94,95
9204,78,77,64
9205,64,97,67
9206,76,61,63
9207,60,89,62
9208,98,80,67
9209,99,75,95
9210,97,54,64
9211,80,82,78
9212,89,58,78
9213,96,68,83
9214,71,58,71
9215,86,98,72
9216,53,90,70
9217,68,51,55
9218,70,61,98
9219,71,89,53
9220,93,97,71
9221,64,75,100
9222,73,99,56
9223,52,95,74
9224,77,61,68
9225,79,53,81
9226,62,70,68
9227,87,85,72
9228,68,97,70
9229,92,82,63
9230,87,83,83
9231,50,87,88
9232,81,66,86
9233,83,63,75
9234,61,72,98
9235,84,51,66
9236,71,52,83
9237,90,83,77
9238,53,86,75
9239,92,100,86
9240,62,83,77
9241,73,56,58
9242,83,75,67
9243,60,64,92
9244,64,88,53
9245,54,57,52
9246,75,83,70
9247,87,79,66
9248,58,100,60
9249,66,91,65
9250,84,74,100
9251,78,56,59
9252,96,94,81
9253,77,73,84
9254,66,67,94
9255,96,62,63
9256,58,72,92
9257,61,77,93
9258,90,91,95
9259,63,89,65
9260,54,74,86
9261,84,66,65
9262,85,71,88
9263,91,68,90
9264,92,87,51
9265,64,61,78
9266,67,86,77
9267,89,64,91
9268,82,70,55
9269,60,51,70
9270,54,98,95
9271,54,74,91
9272,69,62,56
9273,89,82,96
9274,90,51,78
9275,75,81,74
9276,68,53,67
9277,53,62,65
9278,88,74,57
9279,97,71,98
9280,76,56,58
9281,64,62,93
9282,64,88,74
9283,95,70,63
9284,55,68,90
9285,88,55,52
9286,82,80,64
9287,56,97,83
9288,86,76,65
9289,71,56,51
9290,89,76,88
9291,92,80,99
9292,52,96,98
9293,51,67,54
9294,100,72,57
9295,57,52,56
9296,98,68,81
9297,61,57,98
9298,75,93,90
9299,99,57,85
9300,72,99,88
9301,93,70,71
9302,83,96,69
9303,70,93,97
9304,71,76,52
9305,62,78,54
9306,94,76,84
9307,77,91,73
9308,99,77,51
9309,54,99,61
9310,78,64,94
9311,96,59,67
9312,69,89,59
9313,94,80,71
9314,67,59,55
9315,83,52,74
9316,50,72,81
9317,86,66,51
9318,85,83,50
9319,51,88,92
9320,63,97,78
9321,69,83,98
9322,70,71,68
9323,97,53,92
9324,93,96,54
9325,90,52,64
9326,60,76,81
9327,90,83,65
9328,61,51,79
9329,95,80,86
9330,90,50,53
9331,93,64,51
9332,68,60,89
9333,57,62,87
9334,96,69,80
9335,83,89,71
9336,67,79,63
9337,71,88,78
9338,54,88,56
9339,79,60,71
9340,66,83,100
9341,83,70,100
9342,99,70,82
9343,100,81,52
9344,63,53,77
9345,88,81,68
9346,85,96,65
9347,68,95,82
9348,88,51,84
9349,86,78,81
9350,87,53,72
9351,91,55,64
9352,93,53,93
9353,66,94,91
9354,97,85,73
9355,70,84,68
9356,92,57,50
9357,51,58,73
9358,92,59,92
9359,63,93,95
9360,96,72,66
9361,50,65,95
9362,87,55,97
9363,61,67,81
9364,95,80,86
9365,52,65,57
9366,100,82,86
9367,54,50,100
9368,86,72,76
9369,92,57,87
9370,56,53,88
9371,55,53,78
9372,68,62,54
9373,89,81,89
9374,66,60,61
9375,89,74,53
9376,93,96,59
9377,88,67,96
9378,65,81,79
9379,84,88,81
9380,92,76,80
9381,92,100,68
9382,57,84,56
9383,69,85,66
9384,52,54,74
9385,58,72,91
9386,88,83,57
9387,56,66,81
9388,59,81,56
9389,92,72,82
9390,53,86,73
9391,92,75,72
9392,73,82,65
9393,89,100,83
9394,58,84,99
9395,76,71,51
9396,65,81,63
9397,79,77,75
9398,63,96,63
9399,87,77,95
9400,57,79,82
9401,81,51,84
9402,93,77,63
9403,74,81,68
9404,85,57,95
9405,99,72,78
9406,85,97,63
9407,90,66,82
9408,71,94,65
9409,78,64,86
9410,95,95,56
9411,50,85,98
9412,61,89,91
9413,57,89,99
9414,93,87,53
9415,79,56,71
9416,66,98,95
9417,85,94,81
9418,52,72,68
9419,58,82,72
9420,84,99,57
9421,92,83,81
9422,83,76,87
9423,66,53,56
9424,53,71,56
9425,71,76,72
9426,75,93,100
9427,82,96,53
9428,83,99,68
9429,93,85,54
9430,62,96,78
9431,61,79,99
9432,62,95,97
9433,80,100,68
